# This is CartPole simulation from 27.02.2024 at time 18:24:30
# Done with git-revision: unknown
#
# Length of experiment: 360 s
#
# Time intervals dt:
# Simulation: 0.002 s
# Controller update: 0.02 s
# Saving: 0.02 s
#
# Controller: mpc
# MPC Optimizer: rpgd-tf
#
# Parameters:
# actuator_noise: 0.1
# TrackHalfLength: 0.198
# mode: stabilization
# seed: 1873
# PATH_TO_EXPERIMENT_RECORDINGS_DEFAULT: ./Experiment_Recordings/
# m_pole: 0.087
# m_cart: 0.23
# L: 0.1975
# u_max: 2.62
# M_fric: 4.77
# J_fric: 0.00025
# v_max: 0.8
# cart_length: 0.044
# track_length: 0.44
# controlDisturbance: 0.5
# controlBias: 0.0
# g: 9.81
# k: 0.33333334
# latency: 0.0
# noise:noise_mode: OFF; sigma_angle: 0.0; sigma_position: 0.0005; sigma_angleD: 0.075; sigma_positionD: 0.005;
# zero_angle_shift:init: 0.0; mode: constant; increment: 1.0;
# num_control_inputs: 1
#
# Data:
time,angle,angleD,angleDD,angle_cos,angle_sin,position,positionD,positionDD,Q_calculated,Q_applied,u,target_position,target_equilibrium,L,Q_update_time
0.0,-2.723909,-1.0932595,37.244079558605605,-0.91403097,-0.40564442,0.12243878,0.046503574,-15.066309394711748,-1.0,-1.5181671380996704,-3.9775977,0.12243878096342087,1,0.19750000536441803,
0.020000000000000004,-2.7398615,-0.4927816,18.495062134557642,-0.9203855,-0.39101225,0.12089878,-0.21083416,-9.451504245432794,-1.0,-1.416391909122467,-3.7109466,0.12235856921186988,1,0.19750000536441803,0.03416934597771615
0.04000000000000002,-2.746907,-0.21735144,-29.957899077215536,-0.92311746,-0.38451803,0.1151346,-0.37193185,4.463087901797958,-1.0,-0.31862765550613403,-0.8348044,0.12212225752146855,1,0.19750000536441803,0.03564658298273571
0.06000000000000004,-2.7563791,-0.76759374,-0.23463754696054867,-0.92671824,-0.375757,0.10842596,-0.29598257,-3.8989414721833042,-1.0,-1.0134892081841826,-2.6553416,0.12173633123859423,1,0.19750000536441803,0.035171366995200515
0.08000000000000006,-2.7719646,-0.806848,-23.93939184683246,-0.93246174,-0.36126867,0.1018671,-0.36259657,2.972490770906926,-1.0,-0.4484369158744812,-1.1749047,0.12120727570962442,1,0.19750000536441803,0.035454496974125504
0.10000000000000007,-2.7922075,-1.2482964,-12.627782845036263,-0.93958336,-0.3423202,0.095100775,-0.31213006,-0.01562691326212361,-1.0,-0.6514685153961182,-1.7068474,0.12054157628093651,1,0.19750000536441803,0.035756694996962324
0.12000000000000009,-2.819397,-1.4914138,-3.8049330247759663,-0.9485424,-0.31665,0.08885389,-0.31272188,-2.195654299370785,-1.0,-0.8632908463478088,-2.261822,0.11974571829890787,1,0.19750000536441803,0.034107496991055086
0.1400000000000001,-2.8499758,-1.5791031,-8.502472089307568,-0.9577803,-0.28750116,0.08223768,-0.35056883,-0.5830423816074887,-1.0,-0.766901433467865,-2.0092816,0.118826187109916,1,0.19750000536441803,0.028659886011155322
0.16000000000000011,-2.8830564,-1.7428954,-20.328839150160963,-0.9667652,-0.25566572,0.07512815,-0.36100894,2.969220520130167,-1.0,-0.43198686838150024,-1.1318055,0.11778946806033828,1,0.19750000536441803,0.03011972500826232
0.18000000000000013,-2.921322,-2.1030972,21.179189947901587,-0.97583836,-0.21849364,0.06839019,-0.31112862,-7.8804138988171255,-1.0,-1.3907104432582855,-3.6436613,0.11664204649655215,1,0.19750000536441803,0.03750601000501774
