# This is CartPole simulation from 27.02.2024 at time 13:51:56
# Done with git-revision: unknown
#
# Length of experiment: 360 s
#
# Time intervals dt:
# Simulation: 0.002 s
# Controller update: 0.02 s
# Saving: 0.02 s
#
# Controller: mpc
# MPC Optimizer: rpgd-tf
#
# Parameters:
# actuator_noise: 0.1
# TrackHalfLength: 0.198
# mode: stabilization
# seed: 1873
# PATH_TO_EXPERIMENT_RECORDINGS_DEFAULT: ./Experiment_Recordings/
# m_pole: 0.087
# m_cart: 0.23
# L: 0.1975
# u_max: 2.62
# M_fric: 4.77
# J_fric: 0.00025
# v_max: 0.8
# cart_length: 0.044
# track_length: 0.44
# controlDisturbance: 0.5
# controlBias: 0.0
# g: 9.81
# k: 0.33333334
# latency: 0.0
# noise:noise_mode: OFF; sigma_angle: 0.0; sigma_position: 0.0005; sigma_angleD: 0.075; sigma_positionD: 0.005;
# zero_angle_shift:init: 0.0; mode: constant; increment: 1.0;
# num_control_inputs: 1
#
# Data:
time,angle,angleD,angleDD,angle_cos,angle_sin,position,positionD,positionDD,Q_calculated,Q_applied,u,target_position,target_equilibrium,L,Q_update_time
0.0,-1.2658246,-8.588527,-27.99166403342186,0.30026627,-0.95385545,-0.032432504,0.013997571,6.198577405732831,1.0,0.36915701627731323,0.96719134,-0.03243250399827957,1,0.19750000536441803,
0.020000000000000004,-1.4429411,-9.204216,-30.4459152564107,0.1275072,-0.9918376,-0.031080984,0.13011143,12.380350683750581,1.0,1.2092092037200928,3.168128,-0.03233035859747757,1,0.19750000536441803,0.03748632699716836
0.04000000000000002,-1.6329724,-9.897084,-35.978781902637834,-0.06213598,-0.9980677,-0.026374115,0.35536948,-2.7782878695446875,0.2983880639076233,-0.34497350454330444,-0.9038305,-0.03202942822426535,1,0.19750000536441803,0.03316349799570162
0.06000000000000004,-1.8372974,-10.5996065,-27.591454572568228,-0.26335767,-0.96469826,-0.019682026,0.3150441,-7.760243645345356,-0.794718325138092,-1.1238263845443726,-2.944425,-0.03153797162243357,1,0.19750000536441803,0.032286132001900114
0.08000000000000006,-2.054015,-11.106472,-27.44633114582334,-0.46463165,-0.88550407,-0.014654158,0.18197265,-2.792890374616933,-1.0,-0.8066044598817825,-2.1133037,-0.030864247535772948,1,0.19750000536441803,0.03317037099623121
0.10000000000000007,-2.280853,-11.609711,-21.3951640149349,-0.6518768,-0.7583249,-0.011482838,0.13179888,-2.509968304627734,-1.0,-0.8255216181278229,-2.1628664,-0.03001651470807414,1,0.19750000536441803,0.03478924700175412
0.12000000000000009,-2.5165052,-11.960522,-6.853061117221652,-0.81091195,-0.5851682,-0.009308015,0.07910832,-4.63902223798488,-1.0,-1.0026983339339495,-2.6270695,-0.02900303188312783,1,0.19750000536441803,0.034611633003805764
0.1400000000000001,-2.7563877,-11.990286,-4.704919714510674,-0.92672145,-0.37574908,-0.008588525,-0.01928374,-2.45238888964083,-1.0,-0.7146995663642883,-1.8725128,-0.027832057804724704,1,0.19750000536441803,0.033559364994289353
0.16000000000000011,-2.9963012,-11.94553,26.05800128521345,-0.98946375,-0.14478084,-0.009497466,-0.08356243,-8.19477939182064,-0.9070872068405151,-1.1100372225046158,-2.9082973,-0.02651185121665544,1,0.19750000536441803,0.032963088000542484
0.18000000000000013,3.0531006,-11.346371,-19.996605825056392,-0.99608713,0.08837662,-0.012639439,-0.24608862,6.322573349760534,-0.3899533152580261,0.2609395384788513,0.6836616,-0.02505067086271072,1,0.19750000536441803,0.03080135298660025
